message
Test set: Accuracy: 45%
Test set: Accuracy: 49%
Test set: Accuracy: 49%
Test set: Accuracy: 52%
Test set: Accuracy: 52%
Test set: Accuracy: 52%
Test set: Accuracy: 53%
Test set: Accuracy: 53%
Test set: Accuracy: 52%
Test set: Accuracy: 52%
